grade,sqft_above,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_basement,yr_built,zipcode
8,1290,481000,2,2.25,1290,1137,3,0,2007,98107
7,1000,575000,4,2.75,1960,4635,1,960,1968,98118
7,2090,785000,3,2,2090,5015,1.5,0,1920,98112
7,1960,480000,3,1.75,1960,43995,1,0,1970,98059
8,2120,720000,3,2.25,2120,9297,2,0,1981,98006
7,2290,536000,3,2.75,2290,34548,2,0,1984,98042
7,1880,324900,4,2.5,1880,7965,2,0,2000,98038
6,770,265000,2,1,770,5160,1,0,1943,98106
7,1010,545000,3,2.5,1530,3210,1.5,520,1928,98117
7,1450,465000,2,1.5,1450,27075,1,0,1940,98133
7,1690,292500,3,2.25,1690,7320,2,0,1987,98198
7,1880,860000,4,1.75,1880,3720,1.5,0,1924,98109
10,4160,1.05E+06,4,3.25,4160,47480,2,0,1995,98072
7,2140,495000,4,2.5,2140,7245,2,0,2003,98133
7,1320,342000,2,2,1320,1462,3,0,1997,98125
7,2000,320000,4,2.5,2000,10051,2,0,1997,98038
8,1460,444000,3,2,1460,2610,2,0,1987,98103
10,3070,804100,4,2.5,3070,8086,2,0,2005,98059
7,1660,432000,3,2.5,1660,15000,1,0,1970,98075
5,1050,230000,6,1.5,1810,4838,1.5,760,1905,98055
11,3510,935000,4,3.5,3510,11200,2,0,2001,98059
8,1410,634950,3,3,2180,2650,1.5,770,1930,98117
8,1960,780000,6,4,3300,5720,1,1340,1963,98115
8,2460,611000,4,2.5,2460,4200,2,0,1998,98074
7,1090,475999,4,1.75,1880,4175,1.5,790,1944,98107
9,1670,565000,3,2,2290,9450,1,620,1979,98008
8,2290,630000,4,2.5,2290,26720,2,0,1977,98177
10,3120,840000,4,3.5,3860,18334,2,740,1996,98077
10,2640,790000,3,2.5,2640,432036,1.5,0,1996,98022
7,1930,450000,5,2.5,2850,209523,1,920,1925,98058
8,1920,1.27E+06,4,3.25,3020,4000,1.5,1100,1927,98112
7,930,520000,3,2,1510,3760,1,580,1925,98136
7,1260,446800,4,2,2410,8712,1,1150,1958,98144
8,1200,652000,3,1,1470,6122,1,270,1948,98199
10,2830,1.17E+06,3,2.75,2890,12130,2,60,1987,98033
10,3490,745000,4,3.25,3490,7024,2,0,2006,98075
8,1060,594000,3,2.25,1270,1406,2,210,2014,98105
6,800,257000,2,1,1000,3700,1,200,1929,98118
7,1430,485000,4,1.75,1430,4096,2,0,1900,98122
6,1060,330000,3,1,1060,20040,1,0,1943,98034
6,940,381000,3,2,1680,8946,1,740,1996,98053
9,2280,849900,2,2,2280,641203,2,0,1990,98070
8,1490,793000,4,2.5,2450,4080,1.5,960,1930,98115
7,2200,920000,3,2.25,3650,5353,2,1450,1947,98144
6,830,455000,2,1,830,4000,1,0,1947,98117
11,3490,975000,4,2.5,3490,7494,2,0,2000,98006
8,960,375000,2,1.5,1050,1046,2,90,2007,98122
8,1170,400000,2,2.5,1170,1811,2,0,2001,98122
7,1220,447000,3,1,1220,7200,1,0,1965,98008
7,1310,470000,3,1.75,1310,8600,1,0,1987,98033
8,3130,665000,4,2.5,3130,7582,2,0,2004,98075
6,1290,295500,3,1.75,1590,41550,1.5,300,1933,98168
8,1720,200000,4,2.5,1720,8638,2,0,1994,98003
9,1590,620000,3,2.25,2520,212137,2,930,2005,98019
7,1140,434900,3,2,1520,11067,1,380,1983,98074
9,2360,1.33E+06,4,2.25,3260,4640,2,900,1907,98112
10,3910,1.65E+06,4,3.25,3910,7500,2,0,2006,98033
9,2360,852500,4,2.5,3480,6315,2,1120,2000,98052
10,3040,790000,3,2.5,3040,34670,2,0,1983,98072
8,2030,565000,4,1.75,2030,7350,1,0,1966,98008
10,2520,1.13E+06,6,3.25,3870,24700,2,1350,1989,98028
7,1870,289950,3,2.5,1870,1436,2,0,2004,98059
8,1640,850000,2,2,2640,13939,1,1000,1963,98006
7,1030,505000,4,1.75,1940,4800,1,910,1922,98122
7,1710,372000,3,2.5,1710,5633,2,0,1981,98034
7,1690,207000,4,2,1690,7728,1.5,0,1967,98198
8,2340,780000,3,1.75,2340,10495,1,0,1967,98040
7,1340,400000,4,1.75,1700,20283,1.5,360,1965,98019
7,1850,440250,3,1.5,1850,8124,1,0,1948,98177
8,950,585000,2,2,1370,7920,1,420,1949,98199
9,2900,850000,4,2.5,2900,9972,2,0,1993,98006
7,2400,570000,3,3,2400,3192,2,0,1991,98103
9,3060,869000,4,3,3740,30884,2,680,1988,98072
8,2170,551000,4,2.75,2170,5988,2,0,2014,98155
6,970,172380,3,1,970,8378,1,0,1962,98023
7,1310,355000,3,2.5,2620,78843,1,1310,1964,98092
9,2980,728935,4,2.5,2980,10194,2,0,1993,98006
9,2340,850000,3,2.5,2340,1919,2,0,1981,98033
6,1880,515000,5,1.75,1880,48787,2,0,1922,98059
7,1120,215000,2,1,1480,5325,1,360,1925,98022
7,1370,220000,4,2.5,2240,9826,1,870,1988,98023
9,2940,845000,4,2.5,2940,7675,2,0,2004,98052
6,610,390000,1,1,710,4000,1,100,1928,98103
5,1460,135000,4,1,1460,18599,1.5,0,1940,98146
8,1290,439000,3,1,1530,19007,1,240,1949,98166
9,2630,585000,4,2.5,2630,6185,2,0,1999,98056
7,1700,620000,5,1,2230,16800,1.5,530,1923,98136
7,960,477000,3,1,960,3600,1,0,1906,98117
8,1180,399500,2,1.5,1180,1722,2,0,2006,98116
7,1300,500000,2,1,1760,27332,1,460,1951,98198
8,1340,432500,3,2.5,1340,8867,2,0,1984,98125
9,1650,940000,4,2.25,2800,18673,1,1150,1965,98005
12,2090,3.17E+06,5,3.5,4330,11979,1,2240,2008,98004
11,3720,1.08E+06,3,2.5,3720,11610,2,0,1982,98074
7,1030,229999,4,2,1670,5200,1,640,1977,98042
7,1100,233000,3,1,1100,7657,1,0,1955,98188
8,2910,600000,3,2.5,3240,8016,2,330,2004,98065
7,1180,334000,4,1.5,1680,7620,1,500,1965,98166
7,1030,332500,3,1,1030,8164,1,0,1950,98133
7,1120,249900,3,2.5,1630,7700,1,510,1978,98031
7,1670,310000,3,2,2610,12180,1,940,1918,98146
6,1250,200000,2,1,1250,8520,1,0,1928,98126
7,1480,310000,4,1.75,1480,11200,1,0,1969,98059
5,1390,230000,3,1,1390,6000,1,0,1954,98056
8,1940,420000,4,2.5,1940,5414,2,0,1997,98108
9,2960,785000,4,2.5,2960,4750,2,0,2005,98029
10,2160,1.78E+06,3,2.25,4320,19225,1,2160,1972,98004
6,760,265000,5,1.5,1500,7112,1,740,1920,98166
6,840,295000,2,1,840,10465,1,0,1951,98155
11,3560,896000,4,2.5,3560,46644,2,0,1992,98077
9,1390,415000,4,2.75,2390,9968,1,1000,1989,98038
6,1200,250000,3,1.75,1200,5478,1,0,1955,98056
11,2570,1.48E+06,3,2.5,2570,5000,2,0,1984,98102
8,1430,635000,5,2.25,2180,6000,1,750,1966,98007
10,3450,905000,3,2.5,3450,48787,2,0,1987,98072
7,2020,528000,3,2.5,2020,5613,2,0,2003,98053
9,2480,530000,3,2.5,2480,7480,2,0,1992,98072
7,1140,310000,3,1.5,1140,3104,2,0,1988,98029
7,1530,252000,3,1,1530,9465,1,0,1960,98059
7,1120,334500,3,2,1700,8160,1,580,1961,98133
8,1610,370000,3,1,2150,8480,1,540,1951,98115
6,1190,311000,3,2,1190,7840,1.5,0,1918,98108
7,1480,260000,3,2.75,1730,4131,2,250,1975,98106
7,1400,217500,3,1.75,1400,9546,1,0,1984,98003
7,2200,290000,3,2.5,2200,4240,2,0,2003,98042
6,960,500000,3,1.5,960,4600,1,0,1944,98033
7,1100,423500,3,2,1770,6000,1,670,1984,98118
9,2970,715000,4,2.5,2970,5722,2,0,2005,98074
7,1590,299000,3,2.5,1590,3121,2,0,1994,98118
8,2550,635000,3,2.5,3350,4007,2,800,2005,98034
10,3370,806000,4,2.5,3370,9629,2,0,1999,98075
7,1960,289950,3,2.5,1960,3480,2,0,2004,98056
7,1360,280000,3,1.75,1360,6603,1,0,1981,98058
9,2780,479950,3,2.5,2780,6000,2,0,2004,98058
7,3000,394000,4,2.5,3000,9793,2,0,2002,98038
9,3400,682000,4,2.5,3600,203425,2,200,1979,98077
6,990,409950,2,1,990,3000,1,0,1918,98103
9,2000,1.00E+06,4,3.5,2990,4200,2,990,1925,98144
7,1200,436000,4,1,1200,6600,1.5,0,1908,98136
7,970,279000,3,1,1530,15975,1,560,1952,98168
7,720,390000,1,1.75,1440,4920,1,720,1923,98126
7,1480,635000,3,1.75,1940,167125,1,460,1955,98070
7,2140,304400,4,2.75,2140,8100,2,0,1990,98023
7,1360,780000,5,1.75,2330,3800,1.5,970,1927,98115
8,2734,520000,4,3.5,2734,210201,2,0,1974,98070
7,1250,580000,3,1.75,1950,10633,1,700,1978,98125
7,990,274000,3,1.75,1440,7198,1,450,1981,98055
7,1150,315000,3,2.25,1530,7906,1,380,1980,98058
8,1910,390000,4,1.75,1910,77574,1,0,1971,98042
7,1750,340000,5,2,1750,8220,1,0,1956,98155
8,1600,502000,3,2.25,1600,45613,2,0,1983,98072
8,1750,260000,3,1.75,1750,11180,1,0,1968,98059
6,940,399000,2,1,940,4800,1,0,1911,98116
7,880,312500,2,1,880,6345,1,0,1919,98106
7,1060,370000,3,1.75,1650,8254,1,590,1951,98155
10,3280,1.24E+06,4,3.5,3820,13224,2,540,1990,98004
8,1900,230000,3,1.5,1900,9630,1,0,1967,98023
9,1960,1.28E+06,4,1.75,3720,8448,1,1760,1947,98199
6,1210,294350,3,1,1410,5120,1.5,200,1925,98106
5,960,208950,3,1,960,5700,1,0,1956,98056
8,1930,515000,2,1.75,1930,5570,1,0,2005,98053
11,3420,965000,4,2.5,3420,9575,2,0,1994,98027
9,2240,925000,4,2.75,3010,3400,2,770,1923,98122
8,1780,654500,4,1,1780,5000,1.5,0,1947,98115
8,2080,364000,4,2.5,2080,11050,1,0,1969,98059
7,1050,150000,2,1,1250,5208,1,200,1951,98002
8,1363,349950,5,3,2257,10117,1,894,2005,98188
7,1670,585000,3,1.5,1670,5000,1.5,0,1912,98117
9,2250,801501,4,2.25,2250,13500,2,0,1980,98007
7,1650,610000,3,1.75,1650,221720,1,0,1992,98024
8,2880,382000,5,2.25,2880,11965,2,0,1990,98042
9,3620,495000,4,3,3620,403693,2,0,1980,98022
8,1530,447500,3,1.75,1950,6504,1,420,1953,98115
7,1290,575000,4,2.5,2280,9491,1,990,1966,98008
7,1040,565000,2,1.75,1740,4736,1.5,700,1907,98144
7,1220,348580,3,1,1220,7876,1,0,1966,98034
8,1660,459000,4,1.75,2260,9703,1,600,1978,98052
7,1790,375000,4,2,1790,61419,2,0,1988,98019
7,2440,310000,4,2.5,2440,7093,2,0,1999,98030
7,1400,210000,3,1.5,1400,9600,1,0,1964,98003
8,1810,384205,3,2.75,1810,3292,2,0,2014,98065
7,900,180000,2,1,1400,4500,1,500,1922,98055
7,900,310000,2,1,1400,4500,1,500,1922,98055
7,2010,427500,4,2.5,2010,6294,2,0,2000,98028
8,1560,780000,3,3,2520,2152,1.5,960,1925,98119
10,3060,1.76E+06,3,2.25,3060,16000,2,0,1988,98039
7,2150,339950,4,2.5,2150,4000,2,0,2010,98038
10,2880,820000,3,2.25,2880,9750,2,0,1989,98006
8,1300,398000,2,2,1300,3865,1,0,2006,98053
8,1580,492000,3,1.75,2770,39927,1,1190,1978,98027
8,1180,240000,4,1.5,1780,14810,1,600,1950,98032
10,2440,599950,4,3.5,3730,15029,2,1290,1991,98042
5,930,105500,2,1,930,7740,1,0,1932,98148
5,930,445000,2,1,930,7740,1,0,1932,98148
7,960,390500,2,1.75,1460,426450,1,500,1966,98022
7,1310,255000,3,2,1310,8454,1,0,1994,98042
9,2770,675750,4,2.5,2770,10274,2,0,1989,98029
10,2240,1.64E+06,3,3.25,3140,5445,2,900,1913,98109
7,1770,353500,4,2.5,1770,9239,2,0,2004,98038
7,1220,765000,3,1,1220,7585,1,0,1954,98004
8,2190,563500,4,2.5,2190,4944,2,0,1999,98065
7,900,439000,4,2,1800,5465,1,900,1942,98118
9,1660,975000,5,2.75,3100,10014,1,1440,1973,98040
7,2270,469900,3,2.5,2270,4399,2,0,2007,98065
6,1300,252000,3,1,1300,8184,2,0,1947,98155
7,1769,495000,3,2,1769,9300,1,0,1955,98166
8,1770,570000,6,2.5,3370,15625,1,1600,1964,98166
7,1630,327000,4,2.5,1630,5361,2,0,1999,98144
8,1480,898000,2,2.25,2470,7658,1,990,1954,98199
8,2600,300000,4,2.5,2600,8572,2,0,2003,98001
8,1220,418500,3,2,1800,12440,1,580,1978,98074
7,1840,450000,4,2.5,2240,4616,2,400,2001,98056
8,1650,403000,3,2,1960,13100,1,310,1957,98166
7,1200,440000,3,1,1710,6556,1.5,510,1926,98133
7,1080,350000,4,1.75,2140,4959,1,1060,1965,98118
6,700,240000,3,2,1400,6200,1,700,1948,98133
6,760,460000,2,1,890,2100,1,130,1919,98107
8,1820,825000,4,1,1820,4000,2,0,1923,98102
7,1860,267500,3,2.25,1860,12000,1,0,1976,98092
7,1220,201000,3,1,1220,22443,1,0,1972,98001
8,2300,479500,3,2.75,2300,4637,2,0,2008,98065
7,1520,210000,2,1,1520,4700,2,0,1978,98092
7,960,445000,2,1,1440,3225,1,480,1915,98103
7,1170,265000,3,1.75,1170,8148,1,0,1952,98155
7,1170,399000,3,1.75,1170,8148,1,0,1952,98155
9,3200,785000,4,2.25,3200,53357,2,0,1972,98077
11,4470,831500,5,2.5,4470,35124,2.5,0,1984,98072
7,2570,360000,4,2.5,2570,4557,2,0,2009,98042
9,2370,655000,3,2.5,2370,7916,2,0,1990,98056
7,1800,449950,4,1.5,1800,10150,1.5,0,1958,98034
8,1290,612000,5,2.5,2300,7000,1,1010,1975,98052
8,3240,575000,3,2.5,3240,33661,2,0,2001,98059
9,960,557000,3,2.5,2280,18241,1,1320,1995,98011
6,1030,375000,4,1.75,1870,12500,1,840,1943,98056
7,1820,369000,3,2.25,1820,99752,1,0,1969,98092
7,1290,330000,5,2.75,2390,6282,1,1100,1966,98118
8,1410,1.03E+06,4,1.75,2110,6708,1,700,1941,98105
7,980,550000,2,1,980,4800,1,0,1910,98103
7,1250,338000,3,1.75,1250,7710,1,0,1947,98155
9,3680,1.90E+06,4,2.5,3680,13351,2,0,1946,98004
7,1230,235000,3,1,2230,8163,1,1000,1966,98118
6,1230,349950,1,1,1230,9300,1.5,0,1918,98133
7,2093,300000,5,2.5,2093,10350,1.5,0,1963,98058
7,1660,431000,3,1.75,1660,12865,1,0,1967,98056
7,1100,280000,5,2.5,1630,20750,1,530,1975,98042
7,1677,295000,4,2.5,1677,7209,2,0,2011,98023
7,2990,445000,4,2.5,2990,6383,2,0,2003,98038
7,2150,550000,5,1,2150,262231,1.5,0,1900,98065
9,2890,515000,4,2.5,2890,15067,2,0,2003,98024
9,3050,555000,3,2.5,3050,158558,1,0,1987,98055
7,1410,265000,3,2.5,1410,2500,2,0,2006,98146
8,1520,597000,4,2.5,2280,2432,2,760,1921,98103
7,1260,661000,2,1,1260,5800,1,0,1939,98199
7,1460,362764,3,2,1460,4350,2,0,2008,98053
8,1310,427000,4,2.5,1600,14000,1,290,1950,98125
7,2020,405000,3,1.75,2020,8531,1,0,1965,98011
7,1170,157000,3,1.5,1170,11530,1,0,1960,98198
7,1170,246500,3,1.5,1170,11530,1,0,1960,98198
7,850,386500,2,1.5,1280,11071,1,430,1984,98074
8,2680,300000,4,2.5,2680,15508,2,0,1999,98023
8,1270,240000,3,1.75,1770,8571,1,500,1978,98023
9,3110,818500,5,3.5,4790,12957,2,1680,2005,98006
7,1300,249000,3,1.75,1300,8500,1,0,1964,98022
8,1700,580000,4,2.25,2610,7700,1,910,1977,98027
13,4500,2.34E+06,4,2.5,4500,35200,1,0,1988,98006
8,2100,333000,4,2.5,2100,7366,2,0,1997,98042
7,1340,230000,2,2,1340,7605,1,0,1992,98022
6,970,360500,3,1,970,6180,1,0,1974,98118
8,1270,265000,3,1.75,2200,7200,1,930,1962,98032
7,990,490000,2,1,990,5000,1,0,1941,98116
7,880,600000,2,1.75,1180,5000,1,300,1925,98107
7,980,307500,3,1,980,6530,1,0,1969,98034
8,1660,670000,4,2.25,2370,9636,1,710,1976,98033
7,1910,247200,3,1.5,1910,10583,1.5,0,1922,98002
11,3400,2.60E+06,4,4.5,5270,12195,2,1870,1979,98027
7,1430,440000,3,1.75,1430,8400,1,0,1961,98008
8,2490,700000,4,2.5,2490,7694,2,0,1987,98029
8,2000,756100,4,2,2000,8317,1.5,0,1917,98126
8,1620,555000,4,2.75,2600,19275,1,980,1978,98006
8,2270,830000,5,3.5,2880,3750,2,610,2001,98144
6,1010,180000,3,1,1010,8863,1,0,1990,98022
9,2670,775000,5,3.5,3290,5600,2,620,2004,98052
6,1530,220000,4,1.75,1530,18400,1.5,0,1938,98002
9,1620,650000,4,2.75,2020,15810,1,400,1967,98005
7,1340,410000,3,1.75,1340,9975,1,0,1961,98033
7,2180,339995,4,2.5,2180,5367,2,0,2000,98038
9,1440,1.16E+06,5,1.75,2870,9680,1,1430,1966,98008
7,1330,440000,3,2.75,2070,9697,2,740,1929,98188
6,930,275000,2,1.75,930,7080,1,0,1923,98106
9,2270,766000,3,2.5,2270,9822,2,0,1988,98052
7,1130,231500,3,2.25,1630,7900,1,500,1973,98023
9,2770,472000,3,2,2770,89298,2,0,2004,98045
12,4010,1.33E+06,4,2.5,4010,37076,2,0,1990,98052
7,1140,265000,4,1.75,1970,8390,1,830,1955,98178
7,790,325000,2,1,790,6000,1,0,1948,98118
7,1040,364500,3,1.75,1740,8424,1,700,1954,98133
6,1130,322500,2,1,1130,8184,1,0,1947,98155
7,1040,338900,3,1.75,1180,4000,1,140,1929,98118
9,2350,910000,5,2.5,2350,4000,2,0,1993,98112
9,2350,1.02E+06,5,2.5,2350,4000,2,0,1993,98112
6,1100,459950,3,1.75,1850,6869,1,750,1919,98166
9,3220,584950,4,3,3220,6224,1.5,0,2009,98059
7,1520,252000,3,1.75,2050,11313,1,530,1987,98023
7,1190,270000,3,2.5,1430,8470,1,240,1992,98022
10,3210,750000,4,2.5,3210,8938,2,0,2005,98075
8,1530,775000,3,1.75,3520,12350,1,1990,1960,98116
8,2260,325000,3,2.5,2260,8120,2,0,2004,98023
9,3290,810000,5,3.25,3290,6422,2,0,2012,98074
8,1640,409000,2,2.25,1640,2128,2,0,1974,98028
7,1130,400000,4,1.75,1580,5340,1,450,1947,98144
7,1940,530000,4,2.25,1940,8270,2,0,1962,98133
7,1580,580000,3,2.25,1580,8506,2,0,1987,98033
7,1300,491300,3,1.75,1750,11340,1,450,1987,98074
7,1200,272000,4,2.75,1810,7350,1,610,1980,98030
9,1970,599950,3,2.5,1970,106722,1,0,1985,98022
8,1770,464000,3,2.5,1770,5146,2,0,1992,98029
7,900,471001,3,1.75,1800,6000,1,900,1905,98103
7,1100,230000,3,1.5,1500,11616,1,400,1980,98031
6,940,358000,3,1,940,6695,1,0,1959,98008
7,1210,510000,3,2.25,2340,6183,1,1130,1929,98115
6,840,86500,3,1,840,9480,1,0,1960,98023
6,840,199950,3,1,840,9480,1,0,1960,98023
10,2440,1.71E+06,3,3.25,2940,5432,3,500,1978,98109
9,2190,850000,3,2.75,3180,3680,2,990,1918,98126
7,1480,542000,4,2.5,2020,3440,1.5,540,1928,98117
5,820,102500,2,1,820,4320,1,0,1937,98106
8,2810,718000,3,1.75,4060,136290,1,1250,1995,98045
8,2180,625000,4,2.25,2660,22194,1,480,1977,98008
7,1010,350000,3,1,1010,11244,1,0,1947,98155
6,710,216000,2,1,710,5120,1,0,1918,98106
7,980,340000,3,1,980,7228,1.5,0,1946,98133
7,1100,505000,3,1,1100,5400,1.5,0,1908,98199
8,2840,372000,5,2.5,2840,6010,2,0,2003,98001
8,2300,263850,4,2.25,2300,7524,2,0,1978,98023
11,5370,1.35E+06,4,3.25,5370,20388,2,0,1990,98198
8,2280,325000,4,2.5,2280,9899,2,0,1987,98058
6,890,289000,2,1,1010,7740,1,120,1924,98106
7,1160,364000,3,2.25,1420,6600,1,260,1987,98028
8,1250,610000,4,2.5,2100,8800,1,850,1980,98033
8,3110,531500,4,2.75,3110,49765,1,0,1958,98010
8,2160,402500,3,2.25,2160,9540,2,0,1979,98028
5,820,375000,2,1,820,6250,1,0,1922,98136
8,2170,537500,5,2.5,4340,9108,1,2170,1979,98118
8,1440,375000,3,1.75,2100,9066,1,660,1962,98188
7,910,293550,4,1.75,1250,8840,1,340,1979,98198
8,2700,585000,6,3,3870,43787,2,1170,1976,98077
6,1360,225000,2,2.5,1360,2693,2,0,2003,98038
7,1400,185000,4,1,1400,8684,1.5,0,1957,98146
7,1010,402000,3,1.5,1450,7375,1,440,1968,98034
7,960,585000,5,1.75,1880,16617,1,920,1963,98007
9,1380,549000,2,2.5,1380,953,3,0,2006,98103
9,2510,1.81E+06,3,2.25,2910,15626,1.5,400,1923,98199
7,1380,345000,3,1.75,1380,10529,1,0,1967,98034
7,1790,302500,3,2.25,3100,11985,1,1310,1963,98198
7,1400,218500,4,1.75,1400,25500,1,0,1964,98042
7,1650,705000,2,2,1650,6840,1.5,0,1916,98103
6,840,191000,3,1,840,5525,1,0,1969,98042
9,2550,695000,3,2.5,2550,45254,2,0,2001,98053
7,1630,350000,2,2.75,2820,11770,2,1190,1947,98168
7,1130,480000,3,1.75,1710,4080,1,580,1979,98136
6,820,220000,3,1,820,5200,1,0,1977,98042
7,2620,535000,4,2.25,2620,33578,2,0,1977,98075
10,2430,1.00E+06,2,1.75,2430,23400,1,0,1951,98177
8,1560,592000,3,1.75,1560,7424,1,0,1940,98117
9,3060,775000,4,2.5,3060,6826,2,0,2004,98052
7,1680,320000,3,2.5,1680,4584,2,0,2003,98056
10,3320,760000,3,3.25,3320,15022,2,0,1989,98166
9,2390,640000,3,2.5,2390,8315,2,0,1990,98074
5,1360,253200,3,1,1360,5840,1,0,1953,98056
7,1800,228000,2,1,1800,9236,1,0,1954,98030
7,1160,325000,3,1,1160,9525,1,0,1968,98077
8,2760,530000,4,3.25,4160,35654,2,1400,1973,98027
7,1660,300000,4,2.25,1660,3200,2,0,2011,98038
7,1410,418000,3,2,1410,6030,1.5,0,1930,98103
8,1180,415000,4,1.75,2230,9625,1,1050,1955,98178
7,1700,384000,3,2.5,1700,4000,2,0,2003,98065
8,2070,325000,3,2.5,2070,8337,2,0,1997,98030
8,2300,600000,3,1.75,2300,12682,1,0,1955,98028
9,1940,760000,4,2.25,3040,9690,1,1100,1978,98005
8,1220,168000,2,1.5,1220,3568,1.5,0,1976,98198
7,960,405000,3,1,960,3960,1,0,1943,98199
7,1480,479000,3,1,1480,10094,1,0,1956,98007
7,1150,549000,3,2,1560,5130,1,410,1915,98103
7,1100,215000,3,1.5,1100,33600,1,0,1967,98001
7,900,550000,2,1.5,900,5750,1,0,1940,98116
7,1500,389000,4,1.75,2400,7700,1.5,900,1927,98133
8,2320,447500,3,2.5,2320,15024,2,0,1990,98045
8,1580,540000,5,3,2570,5590,1,990,2009,98034
7,1300,273500,4,2.75,1300,9638,1,0,1983,98042
9,2930,257000,5,2.75,2930,10148,2,0,2002,98059
6,720,199000,2,1,720,7200,1,0,1943,98058
8,2350,339100,4,2.5,2350,10655,2,0,1992,98092
9,2940,435000,4,2.5,2940,7590,2,0,1991,98058
6,1010,400000,3,2.5,2020,3000,1,1010,1910,98118
7,1010,356000,2,1,1430,365904,1,420,1991,98065
7,950,395000,3,1,950,6951,1,0,1950,98125
7,850,575000,2,1,1250,4320,1,400,1911,98103
6,1300,515000,3,1.75,1300,5120,1.5,0,1925,98116
8,1550,618250,4,3.25,2520,3360,1.5,970,1931,98115
7,1330,245000,3,1.5,1330,7125,2,0,1968,98034
9,1890,690000,3,2.75,2480,3240,1.5,590,1929,98112
7,1510,465000,5,2.25,3020,10010,1,1510,1959,98027
7,1240,280000,3,1.75,1770,8240,1,530,1978,98023
7,1230,285000,3,1.75,1930,6533,1,700,1960,98055
7,1650,320000,3,2.25,1650,7047,2,0,1994,98038
7,2130,355000,4,3,2580,9601,2,450,1992,98070
8,2570,670000,3,2,2570,10078,1.5,0,1965,98008
7,1440,550000,1,1,2880,7560,1,1440,1925,98126
8,1860,765000,4,2.75,2660,4500,1.5,800,1909,98103
7,1260,430000,3,1,1560,5225,1.5,300,1927,98118
9,3080,950000,3,2.5,3080,8448,2,0,2000,98199
7,1270,525000,4,1.75,2540,7200,1,1270,1947,98118
7,1580,300000,6,2.5,3080,8163,1,1500,1985,98030
8,2190,345000,3,2.75,2190,7258,2,0,2000,98003
8,2930,838000,3,3.75,2930,150945,2,0,1972,98058
9,1660,1.80E+06,5,2.75,2880,20274,1,1220,1959,98004
8,2160,390000,3,1.75,2160,98445,2,0,1978,98042
7,2110,1.15E+06,3,2,2110,18815,2,0,1979,98075
7,1830,295000,4,2.25,1830,5720,2,0,2003,98030
8,2530,775000,4,4,3180,7650,2,650,1920,98115
8,1880,380000,3,2.5,1880,6047,2,0,1993,98038
7,1140,550000,3,1,1140,8180,1,0,1959,98005
7,1798,199900,5,1.75,1798,11232,1,0,1967,98001
7,1670,329900,3,1.75,1670,5209,1.5,0,1908,98118
8,2580,898000,3,2.25,2580,11060,1,0,1964,98005
8,1860,875000,4,2.25,3720,12384,1,1860,1970,98075
9,2790,375000,4,2.5,2790,7956,2,0,2005,98198
8,2190,365000,3,2.5,2190,5091,2,0,2004,98038
7,1540,530000,4,2.75,2280,2850,1.5,740,1930,98115
6,1100,225500,3,1,1100,5200,1,0,1969,98042
8,1680,318000,4,2.25,2180,7000,1,500,1969,98055
9,2770,910000,4,2.5,2770,9798,2,0,1986,98027
7,1280,207000,3,1,1980,18730,1,700,1943,98001
11,4180,1.89E+06,5,3.5,4180,17935,2,0,2004,98004
8,1670,624500,6,3,3030,31920,1,1360,1980,98075
8,1690,640000,3,2.5,1690,1553,2.5,0,2007,98199
8,1990,500000,3,2,1990,65340,2,0,1986,98027
7,1500,390000,5,1.75,2250,8970,1,750,1966,98034
7,1550,284000,3,2.25,2080,2050,1.5,530,2003,98042
8,2460,620000,3,2,2460,41343,1,0,1988,98027
8,2588,306000,3,2.5,2588,5702,2,0,2008,98042
8,1910,495000,4,1.75,2570,12039,1,660,1978,98074
7,2370,499950,3,2.5,2370,12753,2,0,2001,98019
7,1070,330000,3,1,1070,10563,1,0,1969,98072
7,1150,665000,3,2,1940,5820,1.5,790,1944,98107
8,1830,850000,3,2.5,2650,2387,2,820,1920,98119
8,2290,599950,4,2.5,2290,6318,2,0,1988,98029
8,2050,360000,4,2.5,2050,9143,2,0,1992,98166
9,2680,699000,3,2.5,2680,5497,2,0,2001,98052
6,760,475000,3,1.75,1520,8100,1,760,1945,98117
8,2690,575000,3,2,2690,435600,2,0,1992,98070
7,990,345000,2,1.5,1180,844,2,190,2005,98144
8,3030,367950,4,2.5,3030,9500,2,0,1989,98001
8,1400,374500,3,2.25,1400,11400,2,0,1984,98028
8,3000,607500,4,2.5,3000,8100,2,0,1992,98125
7,1200,374000,3,1,1200,9800,1,0,1971,98072
7,1000,390000,3,1,1000,6947,1,0,1947,98125
9,2740,705000,4,3.25,2740,5339,2.5,0,2004,98103
8,1990,467000,3,2.5,1990,4978,2,0,2004,98065
6,2110,243500,3,3,2110,7794,1,0,1981,98198
10,1690,593000,3,2.75,1830,1850,2,140,2011,98027
6,940,223000,3,1,940,7980,1,0,1961,98146
9,2980,574000,4,2.5,2980,10179,2,0,2003,98038
7,1130,400000,3,2,2260,11305,1,1130,1986,98055
8,1750,772000,4,2.75,3470,70131,1,1720,1962,98005
7,1510,593777,3,1.75,1510,10450,1,0,1964,98052
8,2040,539500,4,3.5,2710,5722,2,670,1997,98108
8,2080,550000,3,2.5,2080,2625,2,0,2006,98029
